day,value
2017-09-05 18:00:00,26270.526465528575
2017-09-05 19:00:00,25042.71033034303
2017-09-05 20:00:00,25129.19583843375
2017-09-05 21:00:00,25322.019930743732
2017-09-05 22:00:00,24330.88368146057
2017-09-05 23:00:00,24124.98307748721
2017-09-06 00:00:00,24077.37483470876
2017-09-06 01:00:00,22843.991484981216
2017-09-06 02:00:00,22706.205290518148
2017-09-06 03:00:00,23325.815470919104
2017-09-06 04:00:00,22329.209332721093
2017-09-06 05:00:00,22363.45701298714
2017-09-06 06:00:00,22364.571443497003
2017-09-06 07:00:00,22713.41585363171
2017-09-06 08:00:00,22448.743811483102
2017-09-06 09:00:00,22989.964069294136
2017-09-06 10:00:00,22699.789471977077
2017-09-06 11:00:00,23383.557033085985
2017-09-06 12:00:00,24691.754083732718
2017-09-06 13:00:00,25856.73367373274
2017-09-06 14:00:00,27868.348193097223
2017-09-06 15:00:00,27582.918430044763
2017-09-06 16:00:00,27996.61828499433
2017-09-06 17:00:00,28187.205916599523
2017-09-06 18:00:00,27093.02325152349
2017-09-06 19:00:00,27437.33958790251
2017-09-06 20:00:00,26755.194461664305
2017-09-06 21:00:00,26266.974828249404
2017-09-06 22:00:00,26247.740067664825
2017-09-06 23:00:00,25917.448209821196
2017-09-07 00:00:00,25515.63247054453
2017-09-07 01:00:00,25382.59023924115
2017-09-07 02:00:00,24780.71460209039
2017-09-07 03:00:00,24045.281603945117
2017-09-07 04:00:00,24281.901116747213
2017-09-07 05:00:00,23772.362168780397
2017-09-07 06:00:00,23740.14610547682
2017-09-07 07:00:00,24032.440438351092
2017-09-07 08:00:00,23895.415114400996
2017-09-07 09:00:00,23814.325560182013
2017-09-07 10:00:00,23097.41396169766
2017-09-07 11:00:00,23783.866629671018
2017-09-07 12:00:00,24863.51056100984
2017-09-07 13:00:00,24156.07501813984
2017-09-07 14:00:00,24972.45145395673
2017-09-07 15:00:00,23869.669428468154
